0	100	NA 	 NA 	0	0	0	0
0	111	NA 	 NA 	0	0	0	0
0	110	NA 	 NA 	0	0	0	0
0	133	NA 	 NA 	0	0	0	0
0	233	NA 	 NA 	0	0	0	0
0	246	NA 	 NA 	0	0	0	0
0	24	NA 	 NA 	0	0	0	0
0	266	NA 	 NA 	0	0	0	0
0	139	NA 	 NA 	0	0	0	0
0	101	NA 	 NA 	0	0	0	0
0	227	NA 	 NA 	0	0	0	0
0	46	NA 	 NA 	0	0	0	0
0	210	NA 	 NA 	0	0	0	0
0	230	NA 	 NA 	0	0	0	0
0	257	NA 	 NA 	0	0	0	0
0	296	NA 	 NA 	0	0	0	0
0	114	NA 	 NA 	0	0	0	0
0	464	NA 	 NA 	0	0	0	0
0	483	NA 	 NA 	0	0	0	0
0	392	NA 	 NA 	0	0	0	0
0	12	NA 	 NA 	0	0	0	0
0	581	NA 	 NA 	0	0	0	0
0	169	NA 	 NA 	0	0	0	2
0	434	NA 	 NA 	0	0	0	0
0	493	NA 	 NA 	0	0	0	0
0	452	NA 	 NA 	0	0	0	0
0	674	NA 	 NA 	0	0	0	0
0	173	NA 	 NA 	0	0	0	0
0	261	NA 	 NA 	0	0	0	0
0	382	NA 	 NA 	0	0	0	0
0	315	NA 	 NA 	0	0	0	0
0	283	NA 	 NA 	0	0	0	0
0	41	0.0	0.054162729429	1	0	12	0
0	60	NA 	 NA 	0	0	0	0
0	648	0.0	0.05416225076	1	0	5	0
0	445	0.0	0.054162579052	1	1	7	0
0	428	0.0	0.061524834052	1	0	6	0
0	549	0.0	0.058294904132	1	0	8	0
0	626	0.0	0.054162754715	1	1	13	19
0	56	0.0	0.062473663989	1	0	1	0
0	43	0.0	0.057171478487	1	0	11	0
0	360	0.0	0.054162721607	1	1	11	10
0	624	0.0	0.0643331066	1	0	6	0
0	497	0.0	0.05932983473	1	0	10	0
0	273	0.0	0.069700163577	1	0	6	0
0	663	0.0	0.062473594512	1	0	1	0
0	591	0.0	0.158190150227	1	0	5	0
0	564	0.0	0.059329544602	1	0	8	0
0	523	0.0	0.062473559281	1	0	7	0
0	298	0.0	0.057171414014	1	0	11	0
0	214	0.0	0.058294750401	1	0	10	0
0	659	0.0	0.061349999075	1	0	9	0
0	679	0.0	0.059563517491	1	0	13	0
0	299	0.0	0.061349866002	1	0	9	0
0	178	0.0	0.06247330728	1	0	10	0
0	343	0.0	0.054162410513	1	1	11	16
0	130	0.0	0.062473546297	1	0	1	0
0	202	0.0	0.096193690993	1	1	4	2
0	508	0.0	0.059329989824	1	0	8	0
0	177	0.0	0.059330056804	1	0	6	0
0	148	0.0	0.096193466206	1	1	5	1
0	142	0.0	0.059330040851	1	0	7	0
0	658	0.0	0.063864619084	1	0	15	0
0	373	0.0	0.05829485922	1	0	13	0
0	23	0.0	0.096193344848	1	1	10	0
0	385	0.0	0.059329964926	1	0	10	0
0	188	0.0	0.054162397348	1	1	12	8
0	276	0.0	0.09344935007	1	0	1	0
0	170	0.0	0.057171713887	1	0	9	0
0	292	0.0	0.059563665016	1	0	9	0
0	396	0.0	0.059329722842	1	0	11	0
0	262	0.0	0.062395340122	1	0	10	0
0	666	0.0	0.059563479229	1	0	10	0
0	476	0.0	0.09344951054	1	0	1	0
0	459	0.0	0.069700244619	1	0	6	0
0	253	0.0	0.057171115475	1	0	6	0
0	123	0.0	0.057171655738	1	0	3	0
0	495	0.0	0.054162603634	1	1	10	17
0	69	0.0	0.06042740449	1	1	7	0
0	85	0.0	0.067039300877	1	0	10	2
0	77	0.0	0.057171438754	1	0	3	0
0	657	0.0	0.059562964808	1	0	17	0
0	235	0.0	0.057171608542	1	0	8	0
0	80	0.0	0.059329872558	1	0	9	0
0	42	0.0	0.054162493102	1	0	11	2
0	377	0.0	0.058294875571	1	1	10	0
0	654	0.0	0.057171404957	1	0	5	0
0	544	0.0	0.069700176806	1	0	8	0
0	107	0.0	0.054162649287	1	1	13	7
0	245	0.0	0.054162761463	1	0	7	0
0	62	0.0	0.058294966326	1	0	15	0
0	605	0.0	0.057171378724	1	0	7	0
0	609	0.0	0.059330005871	1	0	8	0
0	455	0.0	0.060426724295	1	0	6	0
0	486	0.0	0.057171215718	1	0	13	0
0	357	0.0	0.069700194217	1	0	7	0
0	279	0.0	0.080594225539	1	0	2	0
0	553	0.0	0.065531860825	1	1	8	0
0	203	0.0	0.059563137677	1	0	16	0
0	617	0.0	0.054162707529	1	0	12	0
0	10	0.0	0.058294947214	1	0	15	0
0	136	0.0	0.080593787265	1	0	1	0
0	456	0.0	0.057171367563	1	0	11	0
0	131	0.0	0.063864482199	1	0	17	0
0	376	0.0	0.054162432565	1	1	12	18
0	9	0.0	0.069700343902	1	0	5	0
0	641	0.0	0.054162437561	1	1	8	17
0	1	0.0	0.063864259555	1	0	8	0
0	15	0.0	0.073945731654	1	0	3	0
0	254	0.0	0.059563603296	1	0	14	0
0	53	0.0	0.059563538649	1	0	12	0
0	75	0.0	0.059329983993	1	0	9	0
0	573	0.0	0.054162659135	1	1	13	10
0	653	0.0	0.065531819045	1	0	8	0
0	34	0.0	0.059563626217	1	0	14	0
0	157	0.0	0.059563498812	1	0	12	0
0	582	0.0	0.062394877407	1	0	10	0
0	602	0.0	0.054162578403	1	1	10	2
0	619	0.0	0.057171203838	1	0	7	0
0	556	0.0	0.059329854649	1	0	7	0
0	610	0.0	0.063864641811	1	0	14	0
0	117	0.0	0.054162860221	1	1	10	0
0	8	0.0	0.057171429467	1	0	12	0
0	540	0.0	0.064332900163	1	0	8	0
0	281	0.0	0.059329914151	1	0	6	0
0	304	0.0	0.158190114334	1	0	3	0
0	89	0.0	0.093449601784	1	0	1	0
0	594	0.0	0.057171226458	1	0	7	0
0	458	0.0	0.0541624743	1	1	4	9
0	68	0.0	0.054162750051	1	0	7	0
0	703	0.0	0.080594379076	1	1	2	0
0	531	0.0	0.059563477824	1	0	10	0
0	190	0.0	0.064333233684	1	0	7	0
0	86	0.0	0.05933002798	1	0	8	0
0	264	0.0	0.069700341494	1	0	5	0
0	58	0.0	0.054162278946	1	1	11	9
0	671	0.0	0.062473641182	1	0	6	0
0	147	0.0	0.0541627932	1	0	10	0
0	369	0.0	0.054162111442	1	1	9	18
0	240	0.0	0.054162437337	1	1	5	13
0	5	0.0	0.086787716644	1	0	2	0
0	151	0.0	0.054162731308	1	1	10	6
0	93	0.0	0.054162842908	1	0	11	0
0	372	0.0	0.059563579457	1	0	13	0
0	461	0.0	0.069699968743	1	0	9	10
0	223	0.0	0.058294953372	1	0	10	0
0	687	0.0	0.080594379789	1	0	3	0
0	231	0.0	0.093449435286	1	0	1	0
0	574	0.0	0.054162680908	1	1	10	6
0	179	0.0	0.054162713054	1	1	11	7
0	439	0.0	0.054162773767	1	1	19	3
0	635	0.0	0.059563520848	1	0	14	0
0	207	0.0	0.059329976534	1	0	9	0
0	33	0.0	0.054162091844	1	1	9	17
0	172	0.0	0.054162575622	1	1	13	7
0	614	0.0	0.069700260734	1	0	6	0
0	566	0.0	0.059329979414	1	0	9	0
0	135	0.0	0.062395185534	1	0	10	0
0	438	0.0	0.059563478153	1	0	11	0
0	596	0.0	0.0571716526	1	0	10	24
0	365	0.0	0.057171577604	1	0	8	0
0	51	0.0	0.05416263663	1	1	13	10
0	22	0.0	0.096193797561	1	1	4	0
0	410	0.0	0.063864678279	1	0	11	0
0	709	0.0	0.05416286592	1	0	11	0
0	429	0.0	0.054162614006	1	1	6	7
0	232	0.0	0.063864600349	1	0	16	40
0	585	0.0	0.054162693399	1	1	7	10
0	652	0.0	0.054162531102	1	1	14	16
0	241	0.0	0.054162563009	1	1	6	7
0	191	0.0	0.054162488328	1	1	11	8
0	194	0.0	0.05956326461	1	0	17	0
0	400	0.0	0.054162267226	1	1	8	2
0	512	0.0	0.054162861774	1	1	10	0
0	453	0.0	0.086787692689	1	0	2	0
0	451	0.0	0.086788004587	1	1	1	0
0	265	0.0	0.057171541615	1	0	11	0
0	140	0.0	0.059563483516	1	0	10	0
0	319	0.0	0.054162138061	1	1	12	0
0	134	0.0	0.062473678977	1	0	3	0
0	187	0.0	0.059563357024	1	0	16	0
0	98	0.0	0.054162740611	1	1	8	10
0	587	0.0	0.093449391648	1	0	1	0
0	598	0.0	0.057171216587	1	0	7	0
0	163	0.0	0.058294989048	1	0	10	0
0	97	0.0	0.059563158975	1	0	18	0
0	693	0.0	0.060426731533	1	0	9	0
0	600	0.0	0.054162767386	1	1	20	4
0	67	0.0	0.054162471482	1	1	14	55
0	225	0.0	0.057171542539	1	0	12	0
0	334	0.0	0.057171537802	1	0	15	0
0	364	0.0	0.059329904296	1	0	6	0
0	568	0.0	0.059563197921	1	0	11	0
0	294	0.0	0.059329777893	1	0	12	0
0	150	0.0	0.059563469762	1	0	11	0
0	198	0.0	0.05956299253	1	0	19	13
0	433	0.0	0.057171539253	1	0	14	0
0	258	0.0	0.054162578438	1	1	14	20
0	103	0.0	0.054162098398	1	1	8	26
0	467	0.0	0.068477675687	1	0	8	0
0	285	0.0	0.054162324395	1	1	7	21
0	547	0.0	0.060427474028	1	0	8	0
0	278	0.0	0.059563587094	1	0	10	0
0	448	0.0	0.061524828214	1	1	5	1
0	640	0.0	0.059329526425	1	0	7	0
0	539	0.0	0.155079818671	1	0	4	0
0	340	0.0	0.058294882052	1	1	9	0
0	408	0.0	0.054162659708	1	1	13	5
0	87	0.0	0.05932986978	1	0	7	0
0	0	0.0	0.054162761745	1	1	18	3
0	2	0.0	0.054162853328	1	0	10	0
0	3	0.0	0.054162693487	1	0	11	0
0	681	0.0	0.054162513352	1	1	14	3
0	4	0.0	0.054162476103	1	1	14	11
0	6	0.0	0.059330081785	1	0	7	32
0	310	0.0	0.059330087924	1	0	7	0
0	311	0.0	0.05956327756	1	0	14	0
0	312	0.0	0.059563489761	1	0	13	0
0	7	0.0	0.059563150201	1	0	15	0
0	313	0.0	0.060427197653	1	0	7	0
0	314	0.0	0.059563144778	1	0	18	0
0	11	0.0	0.06239522137	1	1	7	1
0	13	0.0	0.054162815884	1	0	8	0
0	316	0.0	0.059563181141	1	0	16	0
0	14	0.0	0.059563664377	1	0	9	0
0	16	0.0	0.05956326461	1	0	14	0
0	17	0.0	0.059329822927	1	0	7	0
0	18	0.0	0.054162246614	1	1	9	15
0	19	0.0	0.059563247874	1	0	16	0
0	20	0.0	0.054162846029	1	0	8	0
0	317	0.0	0.065981083621	1	0	15	0
0	514	0.0	0.059563535102	1	0	12	0
0	318	0.0	0.057171258142	1	0	9	0
0	21	0.0	0.069700048542	1	0	8	0
0	515	0.0	0.059563567619	1	0	11	0
0	320	0.0	0.0613499867	1	0	4	0
0	516	0.0	0.086787605725	1	0	2	0
0	638	0.0	0.064499460082	1	0	10	0
0	25	0.0	0.059329925448	1	0	6	0
0	26	0.0	0.059329947711	1	0	6	0
0	27	0.0	0.054162604305	1	0	15	14
0	28	0.0	0.054162661145	1	1	10	15
0	29	0.0	0.063864575328	1	0	14	0
0	30	0.0	0.059563160058	1	0	17	0
0	31	0.0	0.058294926308	1	0	16	0
0	32	0.0	0.054162502968	1	1	5	11
0	321	0.0	0.062473644277	1	0	6	0
0	517	0.0	0.059329969888	1	0	9	0
0	518	0.0	0.054162403129	1	1	10	14
0	644	0.0	0.080594141874	1	0	1	0
0	35	0.0	0.057171537871	1	0	11	0
0	36	0.0	0.057171577578	1	0	8	0
0	37	0.0	0.054162829094	1	1	14	0
0	38	0.0	0.059563147301	1	0	16	0
0	39	0.0	0.065531836831	1	0	8	0
0	40	0.0	0.062473399454	1	0	5	0
0	322	0.0	0.061349984929	1	0	11	0
0	323	0.0	0.059563317065	1	0	16	0
0	307	0.0	0.059329667781	1	0	11	0
0	324	0.0	0.059329969602	1	0	6	0
0	44	0.0	0.059329947711	1	0	6	0
0	45	0.0	0.057171203931	1	0	11	0
0	325	0.0	0.054162539617	1	1	14	20
0	326	0.0	0.054162641747	1	1	11	7
0	47	0.0	0.059563533806	1	0	13	0
0	48	0.0	0.069700174452	1	0	10	0
0	327	0.0	0.054162847117	1	1	14	0
0	328	0.0	0.059563433985	1	0	15	0
0	49	0.0	0.059329559595	1	0	8	0
0	50	0.0	0.057171544867	1	0	12	0
0	52	0.0	0.054162569406	1	0	13	0
0	54	0.0	0.059563437294	1	0	13	0
0	55	0.0	0.158190043474	1	0	3	0
0	519	0.0	0.059330094741	1	0	11	0
